Age,Education_Years,Tenure_Years,Years_Current_Role,Career_Experience,Base_Salary_Lakh,Benefits_Value_Lakh,Annual_Bonus_Lakh,Compensation_Band,Training_Hours,Job_Satisfaction,Manager_Support,Workload_Index,Absenteeism_Days,Projects_Completed,Remote_Work_Days,Department,Performance_Score
37,20,7.511447172945975,3.556390162346493,15.020338406428461,8.70834754146322,1.7966450659637094,1.2361095268953397,4,31,3,3.1172538012442317,67.83410522680035,4,2,2,HR,85.36433297636313
34,12,6.512182133666019,4.209163431130207,13.6304339511035,11.19818543519256,1.6984855427875367,1.2275566966397666,5,33,4,2.5893177458362078,67.55825210760722,9,5,2,Sales,92.6634292295525
26,17,3.7599707375013875,2.4252496276083577,8.974118515511757,13.848470580704966,2.1067754175018494,1.6254308200458765,6,15,3,3.5163029155039878,33.38894520182288,4,7,1,Marketing,100
39,17,6.143235185757812,2.6869223991702933,7.208124402620855,12.04996336104891,1.659998174921304,1.5509942331756692,7,26,3,3.211186303344748,53.05871433290663,3,5,3,Technology,100
42,19,5.458542872426103,2.2188935466419473,7.275477303159082,12.212199055237937,2.2189682011456062,1.470839397563044,6,45,4,4.090994307677192,78.49105162287854,3,6,2,Technology,99.95259159510363
35,18,4.251982040574003,2.9897262955021082,8.592831408086505,9.235031361521004,1.722091672339869,1.3607090007616947,5,22,4,2.793372218704392,49.23233619984228,3,6,1,Operations,76.61094755733471
28,14,4.3213732972642696,2.190010371799868,7.362511154141969,10.25996179492613,1.4843927977637277,1.1437043848146558,4,63,3,3.5851058235990143,66.79145660526719,2,8,4,Operations,100
44,14,4.559704537468851,3.4185815091601897,8.615521320655779,7.658632420307814,1.0954859008957563,0.9236552600404713,4,28,4,3.5233107454945047,51.217551046890954,2,4,4,Finance,99.31145239095812
50,19,4.500768858012672,2.737860206837449,8.916303125736743,13.816687495250648,1.6007286555680154,1.7274410310695725,7,22,2,3.8219990685531964,74.92884775945585,8,6,2,Sales,87.69982309859846
22,19,5.06194183005279,1.9958943596071475,9.19102160300531,9.344133097243413,1.6841429692719658,1.329836809888709,5,23,5,3.718367373428647,57.195244669368954,2,5,2,Operations,87.91089643762598
23,18,7.9414552293873735,4.104277398039665,13.818381929111856,6.613545979385628,0.9565489509720234,0.6569254689215485,2,72,5,3.009214684382351,66.80177842089225,0,9,2,Operations,100
42,16,5.806477037148625,4.685901324519414,12.78624076934953,9.948784509687716,1.7745089901710902,1.2071922572848894,5,33,3,3.2776213445725126,60.52086885411424,6,7,5,Technology,91.90869552267853
33,20,4.608790489395721,2.3697429509078,11.695878166126244,16.947915635419314,3.09984577985273,2.1836759418905154,8,22,4,2.3985498602562747,56.63953260259271,12,3,5,Finance,96.07568123014319
31,16,4.808414203438104,2.064687625826209,9.524516272447887,6.142962578350185,1.1930158496064884,0.91291811861961,4,19,3,3.520247591087177,68.99996819225147,4,6,3,Operations,83.10702655894778
45,16,3.778038323307943,1.6070979584886576,5.171088169786765,10.160730887432697,2.047561261205866,1.5567249655311877,6,55,5,4.11350629801904,67.75771165655836,4,7,3,Operations,100
22,18,4.609847129577699,2.694290025214319,12.33125370045733,10.271866210576226,1.65839211949161,1.365083964903492,5,27,5,2.794285068428407,47.0953178880042,4,8,4,HR,99.95854365482957
34,18,3.825513354903871,2.294842681850741,7.4690823845647385,14.293827262158844,2.3825223563000058,1.8998206967703415,6,40,4,2.8882749473107494,80.89010958128598,3,6,2,HR,100
22,16,3.425779260951395,2.165205802341592,6.0882466298010165,8.750563008529348,1.2862372645795364,0.8867979189167634,4,48,4,3.600069110441518,51.249397817894,5,8,2,Operations,100
34,17,7.917820363835753,3.304694697967588,11.64849488356214,13.535721106109722,2.36042817161464,2.012485934295371,6,37,5,2.790066583664081,38.15189698950399,2,7,3,HR,100
47,20,6.9747434575672305,2.4797959494498083,10.076681624992455,9.064054709914354,1.9096887637799,1.643083525379071,6,32,3,2.7713584887081137,87.94010247581234,6,7,3,Finance,99.99475602365676
32,13,5.3366038655529415,2.008294144678973,5.597745884311149,10.344996162647497,1.5018073686469762,1.045653625940558,5,42,4,4.914989813064945,63.371375650909386,5,8,3,Technology,99.98682976370124
28,15,3.5065412970723244,2.015297045547101,4.650720045320268,8.199338791215702,1.5153953686121524,1.1707818519772784,4,18,4,3.7836195499432703,39.41435790436492,3,5,2,Operations,95.27150308260221
29,13,2.5853693858530953,1.0010166389680937,3.4257437655774283,13.048070081255695,1.8820506315619268,1.7907032039298802,6,31,3,3.2087747943355738,48.87685610752342,3,6,2,Technology,88.92320648859635
31,18,6.297427787369047,2.6194065598220395,9.129520043723037,6.8348978118792125,1.4456409174468114,1.069618090305396,5,40,4,2.897301555683292,85.797177589004,5,6,3,Operations,100
24,13,7.99025033544072,3.700002654767331,11.926679491197238,9.520379538428681,1.2625009054139056,1.2392019380368449,5,36,3,4.002279885462276,67.12688471195669,2,6,2,Finance,100
38,16,3.867750410059911,2.8198254571621133,6.804049769073062,9.989478923340187,1.5077346535280778,1.044964772525387,5,11,3,4.070994858284595,56.264568440024014,4,6,5,Technology,100
41,15,2.911491678847171,2.3892645088560713,5.6082135188015325,9.261497274028068,1.783184802534893,1.389436703262196,5,100,4,3.9999511189574286,87.4742814383045,5,9,3,Operations,99.88168480324461
43,17,2.4530540910493905,1.481720118796261,6.1347813744529835,14.116077495530767,1.8405785777530472,1.6583268436727707,6,29,2,2.894922245329695,70.9900578697098,7,8,1,Technology,99.88199888816406
33,16,5.524600123373335,2.1130347999086716,8.581862213463268,9.808598025583018,1.8653731064181664,1.3535947427026247,5,54,3,2.906065793414324,66.5625315748638,2,6,4,Finance,83.05883681983973
34,16,4.299449613396347,2.4462101543532873,8.166679500958622,10.127338828495922,1.762994574233669,0.9567229653414421,4,57,4,2.822863832829901,47.438817561456844,6,6,3,Technology,99.90727394240606
45,16,8.105535872700184,4.783903530596301,15.025936563778716,10.089775197338925,1.39016329703556,1.1032660839431985,4,40,5,2.691731549257031,60.54669064991301,3,8,3,Sales,100
49,16,8.028187525994257,3.5112708254386313,12.140470481474928,12.108633250002452,1.5410592501746034,1.260875512791556,5,15,5,2.6155721386599393,40.94772915085948,2,6,2,Technology,85.5286907572328
49,15,6.843848258323768,2.5041683606887295,9.733383573374274,10.459686317261262,1.9339908199499558,1.2135559099943707,5,14,4,3.412033424751761,62.311314679209964,6,6,4,Technology,86.03804002285648
22,12,9.636353919166538,5.502315086247363,17.431741866486252,8.625026444486382,1.1133961481818229,0.9841657450432244,4,10,3,3.695890781013472,60.06872647685565,6,3,1,Marketing,92.48878956801656
36,16,6.138797116243192,2.4936247118684083,12.644075810370476,11.165519517429013,1.7002581769331613,1.4138024878135587,5,36,4,4.204299151938157,47.14282200068855,5,4,3,Technology,100
32,13,11.63895368479338,3.9787346703133974,16.734872427710908,7.899091258196236,1.360562789348269,0.9903208695141251,3,16,4,3.6058589308013507,38.695234236061225,3,5,3,Marketing,95.26484696963135
27,17,4.22053743532655,2.474100363974338,9.251650570757567,11.577184852912112,1.5565818053396974,1.7426219296444259,6,51,3,3.792493244169145,62.34250060143658,1,5,2,Sales,99.89688233973676
36,18,5.871215076767443,2.9211799246762817,8.11264411905686,8.294047938790552,1.5370003410057929,1.3146964240089642,5,55,4,3.5940789999027944,61.09036834387764,2,8,1,Operations,99.75067568713851
32,14,7.485745203085371,3.063937185258287,10.514621776518899,5.969232652476581,1.0629395447495917,0.9073672788764565,3,11,4,4.200064511628521,53.614871738901456,4,7,3,Marketing,90.47235495073211
31,14,4.825278069282279,2.09131283098985,6.392399300712625,7.863780760536999,1.538909900760423,1.3520313243308921,5,21,4,3.7787773543188963,55.13525822237143,4,6,5,Operations,99.88877743759014
25,12,4.663515435990781,2.740108733888884,10.654207013452929,17.64487558048046,3.1536332927854005,3.018660027685796,7,19,4,3.47015917918383,46.02870055039236,9,5,3,Technology,99.92769876287868
39,18,6.027550861627571,3.0329545554001762,8.718040339683258,6.9330912479198155,1.23761499018639,0.785081908440439,3,27,3,2.9085385589957387,61.995840810377246,3,6,1,Sales,79.59058979314204
44,16,3.775395831700009,2.024110231709837,7.5637953429115425,9.736428256256138,1.598852848879211,1.4437581739855756,5,46,2,2.2932527647948335,61.57909296509558,2,7,3,Marketing,91.43227786238029
49,15,4.307039562505599,2.9021784523054577,7.42543306881634,21.105403861995622,2.6471086311606973,2.7893761378525017,7,24,5,4.099180183686404,59.202981412860375,4,4,5,Sales,100
36,16,6.95586901365521,3.37438516939222,12.020956948047118,6.319847063531435,1.212737169851261,0.9763544952941342,3,29,4,3.3182578726208765,57.57376459207152,2,9,1,Marketing,99.80260034802932
28,16,10.294092494342618,4.6626888352004565,20.481607917566564,11.790589816638064,2.2628661654774116,1.3214149201344276,6,30,4,3.5261328122585778,73.53275607177152,2,6,5,Technology,94.95271984169705
47,16,6.8099260182234005,3.354538035655123,11.908940762409491,10.497144876861471,1.8771521168977603,1.2462736662522242,4,24,4,2.700955507498215,66.76890429343825,3,7,1,Technology,100
45,13,4.695974104970965,2.2977533300141983,9.076329712075099,14.212818733531654,1.9698593496027046,1.6003041239297495,6,63,3,3.389683791908679,68.00409247957798,3,9,2,Marketing,99.90432499001446
42,16,4.499295129252253,1.868577560285848,7.9192332159586885,13.039825082294835,1.879373510140945,1.4286176033874556,5,47,4,2.389976016355702,72.04650852864872,2,8,2,Operations,98.5544015508387
45,15,6.536597918720939,4.103998065048991,10.825072460794788,12.715331871024935,2.416852924609952,1.7177322734860214,7,26,3,4.204952821549951,65.63804716821427,6,6,3,Sales,97.34516153535566
28,17,2.8338787292024885,1.900812776518985,5.549023880932507,9.083009280225461,1.401407971419315,0.9756203348284128,5,34,4,4.511179547203811,79.09811259974875,4,6,3,Finance,92.78123094536994
33,13,6.9346394742503845,3.397060336061438,11.237732419870206,17.073486824810345,2.081927520511409,1.8032390187499328,6,31,3,4.300699873026129,60.60284150888275,8,4,4,Technology,99.98395150861512
34,15,5.515739641786635,2.3857254681743716,9.351485415769515,9.685878806398314,1.314818199632479,1.2318137820036787,4,32,2,2.604483532948731,47.381637249322935,1,6,4,Technology,88.61461472976231
33,15,8.431659460457366,3.5957549633096515,11.508989375942393,9.416862226727131,1.5504153964326686,1.1706737973831505,5,28,3,2.7046739254280316,60.082660568578106,5,6,5,Technology,96.89699263056319
41,17,6.118217674531325,2.7992080030646163,14.237800177758915,14.504231903346673,2.889169137927508,2.0447313594035506,7,18,4,3.0193608097325737,89.78223295227579,2,5,3,Finance,86.08629693498872
24,14,5.135375870606542,2.0660373169438384,7.868226500332594,9.327818310618957,1.6168716562432521,1.0591450789677763,4,71,4,4.3165512791316,62.527434651870806,4,6,1,Operations,99.8160902083133
37,19,7.014366539425145,3.9737651828635756,9.918326507912369,14.318320613196237,1.878000008767334,1.5236426989240814,6,37,3,2.8837251722446213,77.87671511835104,3,8,2,Technology,96.72851612203688
55,15,4.358789381141474,2.776168856211481,8.92365879863226,6.939874578725382,1.437988818522515,1.0428918181667381,3,19,3,3.000158199546994,65.51865625879782,7,8,2,HR,96.73848624989317
37,15,12.648154112771927,3.5838831003605867,15.280495513867448,5.375271189550713,0.8767363884715185,0.7223167155625605,2,37,3,3.269336195599099,63.24188751699064,6,9,1,Marketing,100
35,16,4.8524796819545575,3.031754509189289,7.982307721497159,9.451659579283183,1.440804021461363,0.8026386447933036,4,25,4,3.407678223636286,50.74199073637243,3,4,5,Marketing,100
39,18,7.186371252765274,2.9247206819628446,13.357315687135205,7.669513873590922,1.2998476203950862,0.8786025190319043,3,23,4,3.987682848344032,59.686454303689345,5,7,4,Operations,92.39903553800538
28,17,4.692683000555391,2.312983075437513,9.97786394293374,20.352855292165163,3.242029373378358,2.7525487315586905,9,76,2,4.003184983965361,66.35655107586993,3,11,4,Sales,99.84761515189729
39,17,6.130636679791811,3.178538864551235,8.297565930594146,4.099840158812598,0.8143122976018423,0.6350325747217999,2,20,2,4.200295730251224,50.11743225314641,2,8,3,Sales,99.86199092742228
31,16,8.313324403992933,3.813682796403564,16.021343051712414,14.942466490909286,1.7610261435128665,1.7889011059780864,5,39,2,3.3080498027486027,62.64640040105514,3,5,5,HR,99.96763863102437
24,20,4.823084075363807,2.2653886214400245,5.73667912104709,7.098808530703431,1.2575159902259083,0.8126462520970374,5,36,4,2.4069466272418802,54.20902130376981,6,6,5,Technology,88.97428358898163
42,17,6.084163016677621,3.3984628896545566,9.919333814827146,15.401128918043797,2.2557425175674224,2.120870350259954,7,48,4,2.0757653083954404,53.41402596688346,5,6,4,Finance,99.99907528330891
32,18,4.411076750813242,2.6051743563057728,5.72403277814994,7.943443028085275,1.0746534682099578,0.6793417657948132,3,45,2,2.4013847438716533,45.994771279736085,3,6,4,Operations,98.3222931162809
