Age,Education_Years,Department,Tenure_Years,Years_Current_Role,Base_Salary_Lakh,Annual_Bonus_Lakh,Job_Satisfaction,Manager_Support,Workload_Index,Work_Life_Balance,Training_Hours,Promotion_Last_3Y,Projects_Completed,Absenteeism_Days,Overtime_Hours,Remote_Work_Days,Engagement_Score,Attrition
30,16,Marketing,9.33029270926292,8.961932728721974,16.00556752172072,1.2852066776055722,4,4.285775698518734,81.99656040652854,3.565104496541368,39,1,11,2,15.299343789787217,5,2.422355279625733,No
41,17,Finance,9.72417739299836,5.975810860294596,11.216828924300065,0.9860746531382591,3,3.6882957008908277,54.893597025488475,3.011997172282684,35,1,10,10,16.526159549379418,0,2.9344426183310057,No
38,12,Finance,4.348440980714,0.37981813171990353,10.246407608513703,1.8959520129834295,4,3.799961072928794,63.42996151320152,4.2244630382697865,60,1,12,5,14.862586678334724,5,3.481751241555507,No
31,13,Marketing,5.726618548402665,3.9416132506039125,8.620884970937018,0.6019595307509035,3,5,70.63490571337101,2.298885118404316,26,0,7,6,12.026682321507012,0,2.7290079888638408,No
28,15,Marketing,6.489391701692837,6.489391701692837,11.02565369179577,0.6621156356404071,3,4.7047694221039125,52.656201351551864,2.8333948577703243,50,0,10,3,42.67663627372328,3,3.7296244029525787,No
30,19,Sales,0.3,0.3,8.919340213412223,1.674108408203217,4,3.8171781688310285,64.84379165964235,3.202724746930133,23,0,6,2,29.62326763832963,1,5,No
30,15,Operations,3.1533469655122657,1.1244750361012463,8.971712800772385,0.9515902105561563,4,3.399529563092796,38.5925362252103,2.2121641751500105,40,0,11,6,26.91719227431255,1,3.29387233573637,No
24,14,Sales,0.506137237859271,0.506137237859271,9.670541642250434,1.8252466198113617,5,4.6127928771405395,36.40095188233038,2.791775465906541,42,0,7,5,45.57415172759739,4,3.44572772390326,No
45,13,Technology,1.5396128564264084,1.5396128564264084,7.0243451696709815,1.2519639509671707,3,2.890358132897041,91.91959382076372,3.1857594455595,30,0,7,1,28.89375652691469,2,2.090218895147414,Yes
30,16,Marketing,0.3,0.3,10.088798024647929,0.8175847070376648,3,3.1141108669709983,58.34939803969643,3.6889982499478116,65,0,9,2,51.453366702490364,4,2.3651843427757275,No
40,20,Operations,2.5870531440298663,2.5870531440298663,14.190028695510165,1.2576108050263062,2,2.4830772481379104,42.467490806987584,3.5961878270566356,25,0,7,3,23.510152043716875,4,3.495224745845826,No
39,19,Operations,2.2438805600848095,2.2438805600848095,7.0888676936237545,1.1054445183725965,3,1.7132582562011816,62.97250998832328,3.122394788158585,24,0,6,7,24.013548098419218,4,4.251241800475707,Yes
30,16,Sales,8.566735322731247,4.0842956848092795,15.628753661739749,1.2884555500266206,3,3.395275112194339,36.67762348744695,3.185124692984616,34,1,9,1,28.227705514008704,1,2.7341295501099063,No
43,17,Finance,0.8759843206976338,0.7620327183514369,7.635442269936015,1.2795801865742438,3,3.713947961308564,58.716331255553555,2.9227518395272725,29,0,7,4,13.658222053755003,3,3.810872279344136,No
33,17,Technology,7.836631303945603,3.9458647957762776,8.889773247883056,1.412851700963506,4,2.3826033559036164,27.968210371009878,2.314793869186032,71,0,16,3,21.992222127881945,0,2.1554244994593947,No
27,19,Finance,1.0029798601912028,1.0029798601912028,8.361824206964034,0.4472572879207608,4,3.305221210936511,66.43842257064674,3.1101352970790277,54,0,11,2,26.03339077069539,3,4.992391162984922,No
38,16,Technology,16.931853737520466,4.317441594532651,21.254405039060075,2.577863547596527,4,2.096011627723191,48.92774573279587,2.5012364778460667,66,0,13,5,28.05551353983079,3,2.865065238565168,No
28,16,Marketing,2.4734504616958812,2.4734504616958812,11.795569929832745,1.0081789312174136,4,3.094618819571278,82.10060681884774,3.3943787117549733,17,0,6,1,12.566439624740086,5,4.043797330548117,No
33,12,Marketing,1.6240750496060468,1.343434641983002,9.897632127067746,1.4672185769202786,3,2.0184307777759956,88.95428749556511,3.413149180349997,60,0,13,3,53.0266959849859,3,3.416260197662155,Yes
40,12,Operations,14.989164892922323,6.316194619849625,23.549936805177012,2.7763193388917053,2,3.099904820693664,54.218491101060266,3.3954934223791127,40,0,11,8,6.48923379163801,3,3.8108201386489307,No
36,14,HR,9.273526407349996,6.85055239573532,14.884735717712957,1.194745823148773,4,4.1164528328286485,26.22462887034036,3.4854943867453034,10,0,7,5,13.700853972987899,3,2.311462413027499,No
39,12,Sales,11.738239167717198,0.4959695560084839,19.69712916379667,1.6177569321052603,4,3.397019993660553,44.54380164983418,3.6861960569554424,67,0,12,3,24.224834972399353,5,1.9814182035788919,No
32,16,Technology,1.6526835123427654,1.6526835123427654,10.645148740171116,1.47850311285246,3,4.6074658785742955,47.46102962762092,4.305095075424893,17,1,6,6,9.001384555516026,3,2.712412666703104,No
37,18,Marketing,11.946910112847798,2.616075602636216,18.276417779235732,2.9031012476848965,4,2.4900240621294536,54.80154650392231,3.308716114150444,58,0,13,7,23.201878039745377,2,4.092273578537858,No
24,14,HR,4.646770804274114,2.028655090083035,10.470722410633156,1.9480541174529662,3,3.209103158088683,53.303682052721975,3.522197832043135,41,0,7,3,49.41747845659754,2,4.998577038278228,No
40,18,Marketing,7.037856388446979,2.098202955813745,14.778364561899961,1.0807002056314874,3,2.2978122101488063,65.26243558755577,4.180252944756811,53,1,11,6,47.53860550045619,3,3.4159326839685997,No
36,16,Sales,20.959694733668513,10.009938410060947,27.298018459315806,1.940764501331255,4,4.5951462702852925,100,3.9094394784835753,40,0,11,4,9.60141302354598,1,3.9216770351835115,No
39,14,Operations,5.926080832774588,3.0920284212751654,10.148411686182875,1.220702438031699,5,3.7803041619007662,31.409614482488816,3.2757382797671206,20,1,8,3,27.581372137808568,3,3.0251397632751122,No
39,13,Technology,23.40400162291817,10.90582493681978,24.230655641375208,2.0055687127561885,5,3.701470280788213,74.24173622027793,3.907406682939636,36,0,10,4,2.2600888952075797,2,2.5930806836185045,No
38,15,Sales,1.195082045788618,1.195082045788618,10.53089307821443,1.2947514833476153,3,3.1244242121173103,77.05024550948599,3.2079006663545386,17,0,4,5,32.93785719155079,1,1.4172974760229637,No
21,18,Sales,15.640513151340915,3.837017093499405,27.154915230729184,3.5658068183580824,4,4.908395901813096,62.446872475704694,4.093839351880778,42,1,12,5,30.352772935651053,0,3.7802437506523865,No
40,20,Operations,0.31928391665977585,0.31928391665977585,5.984046108412519,0.31398180218983734,4,3.1833871720437745,66.55419077298357,2.3870974342019413,6,1,4,8,29.971663661819793,5,3.334481046698206,No
34,13,HR,2.047182203302493,0.5090879356793088,11.689085982786276,0.8834514917114913,3,3.7173900094313916,65.75000829378095,3.79729414644569,82,0,11,6,49.3099511783628,3,4.181634462895726,No
44,19,Technology,5.801319748729388,2.099216279651917,12.180169430245012,2.3619022043739673,3,3.4800379383292626,53.87137664652663,3.4986760794023724,19,1,8,5,23.09445160511292,0,3.9828180636591624,No
41,16,Technology,8.627352515781505,3.347324923774461,18.002364247412846,2.186178730974933,3,3.204663764520495,39.105432646481844,3.0956083597523465,26,1,7,8,32.349493485869516,1,3.4598307449881482,No
28,17,Technology,6.282222192228724,2.666385514138591,10.30026558962867,0.5964933399567459,3,3.6061373022633094,44.99061377554043,2.1866139495660315,27,0,9,5,6.592919957716668,3,3.650615819666806,No
36,15,Marketing,4.179616513797636,4.179616513797636,7.568888134330356,0.48407610169015547,4,3.6158769060245457,44.6392169647121,4.199400790005755,27,0,7,4,34.101984066732854,3,3.460546461689651,No
22,17,Marketing,1.6578899727646024,0.33707211531395764,12.071066515592339,1.4771592414259078,3,4.992349857704564,39.69343230615793,2.696997651658624,27,1,8,4,32.032440917526536,5,2.8497843813171078,No
34,12,HR,2.0456594655702,1.7343034272922964,10.80884932819127,1.029450066383124,2,3.6184020691975425,44.013670595406786,3.2968699741200975,52,0,11,3,14.569447521979773,4,2.7855230777412308,No
28,16,Operations,2.749321573831933,2.3014290378309665,7.359158081439253,0.8135630873274958,4,3.606211844738883,72.35511877129527,3.5065773841941983,38,0,9,7,22.29829428486869,1,2.6078853625225524,No
45,12,Operations,3.6434498035434335,0.36856978716242245,10.16291276004454,0.5615715965178628,3,4.272214901465118,50.575429582524016,2.499156582467118,72,0,12,5,20.931921174562287,4,3.282925668981,No
35,12,Operations,4.383311459923058,1.6549942433415243,8.532087147337021,1.6869711193041559,5,4.399816032563918,53.964569014986274,1.7733545986338854,23,0,9,7,12.557593312576838,4,3.324049733782086,No
32,15,Sales,9.044236701865303,3.7804758450041858,14.068395060767187,1.7286015928018015,1,3.41323540691803,66.77222871192664,2.4737843034227978,38,0,9,1,23.582437069024568,0,3.003268155535993,Yes
42,16,Technology,8.448889257342241,8.123133582531244,11.458478332519903,0.8114150899063975,3,2.894348839918216,50.29744634118741,3.894696315384314,40,0,9,5,38.66412714365596,3,3.1162864836320026,No
48,17,Sales,5.300768977427933,0.5261721165198276,15.926055281512575,1.891209371443692,3,2.7118363801391143,72.41750798366536,3.4061216485517534,32,1,10,2,15.684163447135447,0,3.404689750022202,Yes
55,16,Operations,0.36692611184469287,0.36692611184469287,10.397397494879604,1.7426578142906317,4,4.291245206672879,96.23624170389434,3.9972704503662566,13,0,7,3,52.83571374629894,1,3.4341186883222568,Yes
33,13,Marketing,0.4577877698300449,0.4577877698300449,9.477511115446248,0.9091032847671773,4,4.082718868496733,51.06379353413502,3.1903503662252164,48,0,10,4,43.65756685681928,4,5,No
46,15,HR,1.1269850440385698,1.1269850440385698,9.764211021958195,1.293397339466673,4,3.7067959167779487,84.0619932107457,3.413501768586457,44,1,10,6,35.30542410323047,0,3.8754066840862818,No
31,17,Operations,6.62190977481236,5.9422567671834585,12.731478459382583,1.9968586109429494,5,2.5175353088983257,81.61968019127715,4.185700022244109,30,0,12,4,32.47516814117662,0,2.9967667021802398,No
42,13,Technology,8.32032405445269,3.2676895777181842,16.584837314182696,1.2077480328396515,3,2.598161578894305,29.396401883569563,4.6834933258760465,44,0,9,1,21.38130962935149,2,2.787810909299279,No
41,16,Sales,1.0603764832975562,1.0603764832975562,11.171819930452441,1.090925435369045,4,2.005044501635241,15.438717346236997,2.3208947681528156,53,0,7,1,35.485084690664316,2,3.745911552945093,No
37,18,Marketing,6.561613858785979,4.027627571393006,20.334391495708907,1.723796156945489,3,3.521149837789135,68.69928510124656,2.766512943354635,14,0,6,5,20.75661004994566,2,3.3275109886067447,No
27,18,Marketing,9.503782528256298,8.756558248701193,17.60840885047002,2.6420543000901673,3,3.4756929624953026,72.56034760983313,2.50674265002083,28,0,9,7,56.49171700170503,3,3.722389371079326,Yes
32,16,Marketing,3.2083709624332686,3.2083709624332686,9.74386891640978,0.49942464912676365,4,3.6271524920109117,59.658187942615804,2.715587234837735,31,0,9,6,23.45762434679627,5,1.6052728231815272,No
33,16,Finance,0.696843774342602,0.696843774342602,8.031201438513682,0.42959285120222246,4,3.594442809170288,78.46899229891599,1.7986018510626887,44,0,8,5,48.539671167946395,4,3.5483372946208096,Yes
32,15,Sales,4.877777003866093,4.877777003866093,14.918188582841603,0.8021750611172616,3,4.38746627244781,36.11693684327098,1.6131996835555606,25,0,9,5,21.489604909761816,1,3.995650770153463,No
23,18,Operations,1.442186694259053,1.442186694259053,8.826248514542119,1.672564319158117,2,3.921378148526281,46.307891663180214,1.6127144138174507,27,0,5,7,18.989829611222095,3,2.9006373087752455,No
41,16,HR,16.57062006127906,7.641221055911911,20.96482998865347,3.957344007034777,3,3.806823017877714,57.95522673311241,2.2796791276243384,37,0,11,6,44.57914250771105,4,2.7828989591272197,No
37,17,Sales,1.703177409184632,1.703177409184632,6.435138135036579,0.7419185221587168,4,3.2928788167548766,59.54801233285066,2.811284998624968,27,0,7,6,46.332754905861385,4,1.8896968182456895,Yes
54,18,Sales,7.106050430156312,0.349835607054273,8.393183311675665,0.509738966399745,4,3.5749900899899396,61.70966067797056,3.326836165500066,21,0,7,4,19.54843546756244,3,3.395324022842831,No
33,15,Marketing,0.36968367991341466,0.36968367991341466,7.779720086835138,0.7108986481551882,3,2.702081312343578,96.67189636448727,2.8109356363744795,51,0,9,7,29.46550450042616,1,2.652661031925456,Yes
40,14,Technology,25,10.346641952615855,37.73910450084105,6.2879561243614885,4,3.901160160367655,76.33295380025055,1.32215795825141,26,1,10,7,50.09479370921636,5,3.957547351194054,No
40,14,Finance,4.849469413527066,3.5813707855244465,12.968406086074998,1.3910094535494801,4,3.121693844354465,39.89675655984232,2.4256643362600148,43,0,7,1,51.76577245079013,1,3.7508438952329195,No
37,14,Technology,3.1860468877475663,3.1860468877475663,12.851658364003315,1.0064235882882069,3,2.3182053137400866,60.974819277846514,2.597861216248609,11,0,6,4,39.53349687653554,1,3.1099640015387338,Yes
32,15,Technology,8.459987865018812,4.265511115571436,9.16977043032635,0.7159223955525049,5,2.222291238139625,53.95257713697302,2.481266653734009,53,0,10,3,32.50532793900903,2,4.049330585903805,No
36,18,Marketing,1.0495516743158515,1.0495516743158515,10.661037000909799,0.9006307026974699,4,4.888428833508161,54.04290272990129,4.7063128319501795,42,0,8,4,31.098312635949362,3,3.0830569711593716,No
45,19,Sales,24.964822184235548,6.18029567710786,30.958507901252492,4.167047325990026,2,3.2806480906354096,64.09109735382314,3.289146653488322,38,0,12,3,35.08710013629161,0,2.102031958877471,No
29,15,Finance,3.107503008102384,3.107503008102384,9.653766997977252,0.5128941427410356,4,4.922990950109001,41.20151945666748,3.875512319318197,38,0,10,4,35.19961299266838,4,2.8416176567189217,No
30,17,HR,5.179245880376843,5.179245880376843,14.422247105923768,1.0436020503467538,4,3.5042850592260466,31.706292489079566,3.0869099978384344,18,1,7,3,16.636919877148554,0,2.378686134602888,No
47,16,Operations,8.628016061316714,6.5691676218078,14.267375030322196,2.3066206653412844,4,3.506467316670617,52.59872117534802,3.412457496862334,62,1,11,5,20.868518085686837,4,2.804050198824412,No
30,17,Finance,10.738494365578044,5.62987778300863,16.93884512216769,1.6030641224516042,4,2.88273115543984,65.47214752877748,2.8990141689412963,21,0,6,4,32.01719178109054,4,4.503104223888862,No
51,17,Sales,1.5867885725494872,0.3666751216904955,6.671445283320645,0.6978340802139225,4,2.5820778409452494,25.495223055686225,2.698378957547633,22,1,8,5,44.22690377135888,1,1.4852180868219647,No
32,17,Technology,1.121520972409312,1.121520972409312,14.289906844099088,2.308429070408822,3,3.4908988992817376,31.4331970639181,3.2003092842639465,28,1,5,2,15.554908805037789,1,2.2817650512947893,No
42,18,Operations,1.517123103987168,1.517123103987168,9.380196105225078,1.1871925768402325,4,3.7047375970187564,79.1663942160075,3.6129975258368394,39,0,7,3,19.623432931511932,3,2.77340607295683,No
32,18,Sales,2.252724900017089,1.6039214885612085,13.678568693263824,0.8174886819323931,4,3.5024202399116287,49.96859778912088,3.7953227816432684,27,1,6,5,6.181578185350512,5,4.095300848332337,No
29,12,HR,1.9472492281460922,0.41129444187804015,7.184014128516745,0.6291148099476034,3,3.4779474975901667,67.60976247672804,2.3066278270886493,21,0,9,7,17.830705312100246,2,3.7914147093455886,No
21,16,Finance,3.3052370747045208,3.3052370747045208,11.466704723920644,0.6513426839963508,3,3.5684288198829965,60.90407669457899,3.483220169896523,57,0,12,4,47.62788554848501,0,2.6724743586258444,No
39,17,Technology,1.153123929515061,1.153123929515061,9.00487163541662,1.6804637126075885,2,4.214000236348975,45.032381932999385,3.613887558665223,13,0,3,2,15.024156256785446,3,2.691660393166468,No
31,16,Finance,5.068328269473958,0.9944319429721185,7.395166303864303,0.9894254829909235,4,1.896337221942464,31.637566344814676,3.381664330524631,38,0,8,2,49.40884234207802,2,3.048752394613345,No
27,18,Marketing,9.128473074532437,3.5745172252678556,12.572144812114,2.1515089122912516,3,3.633279870932987,60.011148183058154,3.3130977979249856,19,1,9,7,19.036364488064745,3,4.075287081052576,No
31,18,Technology,14.856878016321184,5.449557615463893,19.920417367436645,3.545098480095256,3,3.645418561175104,58.47956971820348,3.7108166630877633,46,0,11,4,11.960071077078585,5,4.162066975348584,No
36,16,Sales,0.39075146101585717,0.3,14.17414443273485,1.4040968812908365,4,4.291089633633675,47.56799062635111,2.5978290453777975,50,0,10,5,76.115731272813,3,4.253620072359889,No
55,16,Technology,24.300432753102488,5.186962792674041,30.384350062271366,2.7966596977623244,3,3.998164093056804,74.05760024165271,2.328911892449881,44,0,12,5,40.15498662176174,4,3.37439478355231,No
51,14,Sales,5.067414486179542,2.5560885493858088,10.37440788514583,1.0710732331913375,5,3.6060241649713753,82.58413506699651,4.991339585085657,33,0,6,8,28.040296649234175,1,3.1238837987432455,No
26,15,Technology,11.322679290321533,3.8676321258275665,11.391498428509625,1.975385324626499,2,3.194669350680856,36.47818135636171,2.5812180715818323,22,0,9,4,14.209402511899777,1,4.326527118136407,No
27,18,Operations,15.457036882178778,10.886623946374375,21.91702438640554,2.5921082109218956,5,2.7883452151344503,65.40813246190206,2.5059570040591366,10,0,8,6,80,2,2.464135492127191,No
42,17,Finance,1.8526577078427096,1.8526577078427096,10.407358694915391,0.5206823909545124,2,3.2917801773042354,96.5484068923129,2.6896648627948374,30,0,7,0,6.633415589305831,1,2.151481669589524,Yes
35,12,Sales,0.34349793699223996,0.34349793699223996,8.689306853185967,0.4774647601936269,3,3.716068221205053,70.56696245305378,3.401304481119207,27,0,8,4,23.647231164550842,3,3.939283409980983,Yes
30,19,Sales,3.2822655541144177,1.8552521458272313,9.030633734648514,1.1815468313323312,4,3.697119264496992,49.49444520766295,2.408989964075395,26,1,9,10,8.00809214638588,2,2.7832036278872945,No
38,17,Operations,3.1560409603953965,3.1560409603953965,14.14826253729646,2.6152690123631586,4,3.9126105408707668,28.70284459670742,2.4046154730478944,19,0,6,5,31.754508149548208,3,2.561876698026649,No
35,17,HR,13.11267015483179,8.102296294289165,12.32000136773878,2.2929043263041895,4,4.611806642288704,54.06627264004756,4.5939880533937245,26,1,7,6,34.42010238016814,1,3.0545492075402434,No
51,17,Sales,0.3,0.3,10.413615534894696,1.621111858420766,4,4.088173569287834,73.66703612603676,2.003174214805363,30,0,7,6,78.75371669551565,0,2.4039989164234723,Yes
27,15,Marketing,2.1505654985354874,2.1505654985354874,6.755154524757086,1.0914840204078151,3,3.199903950324572,71.94353618949283,3.392501261364057,27,0,9,4,69.68832333214571,1,2.316871857186024,Yes
38,13,Technology,0.36743748653109953,0.36743748653109953,10.3156856720401,1.1478252966554259,4,3.5782797192131994,77.94829288164033,1.8915365665539645,27,1,5,4,30.84984473082294,2,3.873241794780776,Yes
46,16,HR,11.892961971643322,3.1775516038267706,7.448784098527562,1.0313111393635555,3,3.16996117855011,82.10116885464842,3.5127907145333044,7,0,6,5,26.464589010351997,0,3.709331251888337,No
