Age,Education_Years,Tenure_Years,Years_Current_Role,Career_Experience,Base_Salary_Lakh,Benefits_Value_Lakh,Annual_Bonus_Lakh,Compensation_Band,Training_Hours,Job_Satisfaction,Manager_Support,Workload_Index,Absenteeism_Days,Projects_Completed,Remote_Work_Days,Department,Performance_Score
29,16,4.492957273323974,1.8540191446172374,6.140415992403201,11.068349971142453,2.008739330365074,2.0674552575795047,7,30,4,4.1672958355272405,62.89178249313014,5,7,0,Operations,100
39,12,7.690921822542369,5.502278749790831,15.9310483698636,10.783294188574747,1.5375229870461649,1.7620550821621717,6,17,2,4.128732589501966,49.75169249592172,3,5,2,Marketing,99.98740170572279
31,19,3.1521329683579444,1.4846810750695452,7.205056161213237,6.704513765164461,1.4570465622001436,1.2134171679534251,4,16,3,2.2929230258148703,35.56012434697162,4,2,5,Sales,83.89671108349222
40,16,6.332321381501243,2.439435950070682,11.114656092712137,15.203209032179004,2.556264763983578,2.1221681263096697,8,22,2,3.911706018053313,66.21204757867729,5,3,0,Sales,90.57110540096396
39,17,4.968990557228356,2.5791902676350764,12.404028033227787,9.52579495355092,1.30664032884716,0.9970636192978701,4,73,3,3.1054794124495797,54.74138234619484,5,7,0,Technology,100
37,17,4.940847496688655,1.819358212159196,8.410432080957587,7.565724537347885,1.2975489289598998,0.9857346661591991,4,29,4,3.717225287753471,70.77352915814362,3,8,2,Technology,90.92929434668758
32,12,8.748238123365205,5.797814802349919,14.597604075203664,9.202866112534663,1.5575576572173484,1.2231965240652942,5,16,4,4.214356590752127,59.58811337334611,7,9,3,Finance,99.36401391074851
39,17,4.8738012323712425,2.969648038129799,7.693607067450479,12.387880322033196,2.0741941320719257,2.1105993103464025,7,49,3,4.605628044172233,54.92390092329745,5,6,2,Technology,99.99736036773014
35,14,3.7994275521570517,2.28578511677771,7.549108009911242,12.088639215944598,1.633573996222145,1.4361086846000337,6,61,2,3.1640198294666906,59.62346058959407,10,8,4,Marketing,100
25,18,5.997290313229081,3.3031141543406086,8.778121690737718,9.133460719835705,1.4339912875430385,1.285312494924163,5,31,2,2.2796447394271846,59.67865674433427,6,7,5,Sales,87.9756099336537
41,16,5.629578955926212,2.880176383034845,8.81182371291017,9.378347094888031,1.35771457777579,1.0414457512398059,4,28,3,4.087021334665599,60.61060981520255,3,7,5,Marketing,99.27564234906772
33,17,4.030879668373107,3.2195898674006194,9.203725972791311,9.715752013039404,1.677811471820733,1.1007353414428886,6,47,3,3.7072387932725688,59.11874549451811,4,7,2,Marketing,100
32,13,7.269921040986494,3.6022432872512105,17.44744026671657,5.778606100308333,0.9170844012770236,0.7626728488715178,4,60,3,4.4290908199025365,81.84212663270092,3,5,1,Finance,99.90501367511096
40,14,1.6040158277953684,1.427633530701128,3.7281351529862823,13.10492391719752,2.0052640611018906,1.6857072888826259,6,42,2,5,75.6436663580176,5,6,4,Marketing,100
46,17,6.78026453155035,2.7736920573646104,8.771231588875404,10.981675316810156,1.8055070534567823,1.574929720194682,5,21,3,2.732383678740289,36.68669209447804,2,3,4,Sales,91.660152645322
34,16,11.221789736987132,4.213635748836218,21.592103221500945,10.314875647174558,1.8304245500285568,1.7588238589455683,6,16,4,2.404018701815768,52.87765452212414,1,4,1,Operations,93.82618002193522
31,17,3.5667949932831005,1.2737514037075899,5.230015217724838,8.653360263872425,1.3192755117511268,1.1863774322372347,4,45,3,4.120639457033597,47.835546650104014,2,7,5,Finance,100
33,20,4.698347510815627,2.392980278850287,11.532193234004458,16.911854726737335,3.0731135341213176,2.1915905531274618,8,22,4,2.4070017287436176,56.6616138433803,12,3,5,Finance,96.30899619552049
52,15,2.497492554664176,1.104781864764435,4.371349412867009,12.577945681251585,1.4747595741040065,1.3709890277413528,5,21,3,3.907568432096263,62.16099213900258,3,5,0,Operations,87.64678512055734
59,15,2.478252171212266,1.396922358556081,3.8678013854911506,9.761788254027813,1.6038881245981822,0.9219948393823736,4,61,4,2.3022078406455284,46.55976201541111,2,7,0,Operations,100
31,17,3.4886378601848764,1.6764145236047316,5.427640503836419,9.5494271772327,1.854327200050182,1.609170161487954,6,26,3,3.2020431920423253,64.82213184074475,4,7,1,Operations,99.65620387296998
43,13,7.041069004006596,3.841883681120042,11.125052707816995,14.116897739023273,2.0113640020107564,1.9435746476121907,6,23,5,2.4294427828535072,68.61009688598196,2,3,4,Technology,91.3760150942204
50,15,2.9773237451588153,1.5961489964849407,4.733969089827715,15.221567289232842,2.157699122921353,2.3300138762459723,8,14,3,3.9128076703003174,61.8091770651931,3,5,1,Operations,97.91681808846795
39,16,9.592594257158504,4.599048455889308,15.85485677525762,10.699803448409334,1.5120213077287064,1.0197828372126119,4,36,4,3.6071335950468506,67.88165249048045,7,5,3,Sales,99.89819557107319
34,12,8.510276840032263,4.327194790798671,12.666751712324215,9.358412500134582,1.5055370741375813,1.3181755934830397,4,53,3,4.591476695644687,62.86459971820563,1,4,5,Technology,99.85346051058438
30,16,7.6551034679648255,3.707372153690547,17.861853916837198,11.02050631223217,2.3306421307844354,1.5717601830389252,6,26,2,2.607942161500489,89.10147021766355,9,7,5,Technology,89.37021731656087
28,16,5.44978406336526,3.4338367594441737,15.458038334300065,9.828797774522243,1.8333590505383524,1.8859977080032533,6,55,2,2.475801795700165,68.49327244214753,9,8,1,Marketing,99.91431654294134
32,15,8.024608240252514,3.4854072737227417,14.650183169598868,9.295318868980583,1.5311108848695063,1.3292787111319726,5,39,3,3.6894888678489597,61.8271048167915,4,5,3,Finance,97.63802111316288
32,20,5.764864344634236,3.216191308110236,11.328376679037541,11.968636056740884,1.9726139117297798,1.8259259708647855,6,40,3,3.5920639627887816,69.36179846149786,7,7,5,Marketing,100
29,17,5.156029796459605,3.5082619634147694,10.149293729515568,13.287467059460807,2.3374354142135125,2.359133111049171,6,22,3,3.8917960039474293,53.077530373389585,4,7,3,Technology,91.48886348730151
40,18,4.179633947062029,1.6702773261136743,7.4200220946809035,14.832011413410656,1.769241630463338,1.2666825574688085,5,24,3,2.703328855854561,60.311411264555204,6,4,2,Finance,97.98348078372176
33,13,3.18681722522539,2.6216126502735255,6.369542300914019,4.62166209853776,0.6708564918527367,0.5405524381458888,2,14,3,2.8968668558126636,63.68991417675452,2,4,2,Operations,86.54098558674525
36,20,8.458672405419815,3.6856772526340102,11.681366550828036,7.9996076011199815,1.6416915825850276,1.2984088735790975,4,65,3,2.791515845171933,41.222181992500076,3,9,2,Technology,100
