Age,Education_Years,Department,Tenure_Years,Years_Current_Role,Base_Salary_Lakh,Annual_Bonus_Lakh,Job_Satisfaction,Manager_Support,Workload_Index,Work_Life_Balance,Training_Hours,Promotion_Last_3Y,Projects_Completed,Absenteeism_Days,Overtime_Hours,Remote_Work_Days,Engagement_Score,Attrition
36,16,Technology,14.48139611158053,6.3143701369680745,21.63666582532949,3.5348156970252465,3,2.9148409381509968,32.585346894164495,2.7234580691586707,8,1,7,3,29.75148865308755,3,2.9606303573534247,No
38,13,Technology,0.37492737313086477,0.37492737313086477,10.42330774153427,1.1548583956776186,4,3.565243486504193,78.72266893386967,1.894750484245715,28,1,5,4,31.568646311570763,2,3.8982388246223114,Yes
37,19,Finance,2.93607485787844,2.6108350866893595,9.664535755464433,1.204577364132904,3,1.9915345889749694,69.69782345596127,2.1300900076429903,16,0,3,6,18.569396905933274,1,3.2204283888802814,Yes
37,12,Sales,6.413773865732898,3.449944278470976,9.651800261534227,1.2988457095121815,4,3.623122584412943,54.65841273479676,3.983734272982284,32,0,8,7,15.47127141690704,1,4.735786229913532,No
31,17,Operations,3.1770991181138126,3.1770991181138126,10.659658030670467,0.9038009003285289,4,3.596700819485977,67.01217440220395,3.866586840581662,25,1,6,6,7.81291625261741,5,3.584149185183206,No
38,16,Technology,0.4744369922954794,0.4744369922954794,5.958134019897087,0.3071458632795587,4,4.80468986946216,53.297511268647206,3.130233923872157,16,0,7,4,39.76783708436941,4,3.888578634096639,No
44,19,HR,4.3204055553275555,4.3204055553275555,10.04401429189324,0.6814727150231237,4,2.0039023265087392,46.27541977402112,3.485443927277231,18,0,6,3,30.024653105832392,2,2.8060555715684665,No
38,16,Finance,2.5216985514862817,2.5216985514862817,10.825318345201932,1.1504010182205628,3,3.812640442974447,46.79782643843032,4.776432077530495,35,1,9,6,26.00050027400928,4,3.5312641771126265,No
45,17,HR,0.9966717451628533,0.9966717451628533,7.90135297890018,0.8251702262772674,3,3.691375400766106,42.76338964072715,2.203457512631391,41,0,7,2,10.704687831034054,3,2.691177445860939,No
44,17,Technology,2.910475145877458,1.6195298295126392,11.50517981306118,1.7253879726703192,4,3.8281069326789168,86.64685864068505,4.19823495935247,11,0,4,4,46.94534234633077,1,1.8227209807378446,Yes
24,16,Finance,1.4280644018888993,0.3114202552290324,8.053997478497028,0.8299615959248801,3,3.204661778799775,63.947992507682635,2.590375963951433,20,0,7,4,40.30546185879266,2,4.98436184567595,Yes
32,17,Technology,1.7805808095132107,0.31726130071052827,8.207986675514917,0.5168873548504164,3,3.101425845696249,64.22762491611508,3.4968196674017675,11,1,6,4,39.62045838428439,0,1.0750957940505068,No
33,18,Technology,4.765952237203746,3.5308682776323757,19.064262266783736,1.6209308319350875,3,5,89.32143322089415,2.6905340348598394,26,0,5,2,16.012027852334764,3,3.300586628165051,Yes
56,16,Operations,1.2696918362042118,1.2696918362042118,8.286407855126205,0.6411750610839757,4,2.3066002453965924,52.48661065684843,4.372115513509783,9,0,4,5,44.27996659037997,4,2.47306865650857,No
28,13,Technology,9.926162679983555,5.20362558309972,16.353753021198315,2.091110489512863,4,2.5012260458797715,47.87180969033488,2.9983566411866858,48,1,7,5,27.583123380049294,4,4.227439934655765,No
46,14,Marketing,2.7375733970158707,1.2928374730202346,12.542741370797458,1.874729658083577,3,3.903439805146886,57.00439802174397,3.094733853690638,18,0,8,4,18.439669068826895,4,4.183699480186874,No
