Age,Education_Years,Department,Tenure_Years,Years_Current_Role,Base_Salary_Lakh,Annual_Bonus_Lakh,Job_Satisfaction,Manager_Support,Workload_Index,Work_Life_Balance,Training_Hours,Promotion_Last_3Y,Projects_Completed,Absenteeism_Days,Overtime_Hours,Remote_Work_Days,Engagement_Score,Attrition
53,19,Marketing,5.315904958690543,2.12148994969688,9.785859645776483,1.4693552409629296,5,2.807537506829427,61.32213218908014,4.507825914112263,24,0,5,2,15.431532540570961,4,3.5127479246263995,No
33,15,Technology,10.818586970758687,4.581666035963366,16.89945248514844,2.742150473072198,3,4.312172144809453,41.302692181147286,3.023118684378073,33,0,9,1,16.79750060005163,5,2.594503743931097,No
28,17,HR,2.9167983304198364,2.9167983304198364,13.050783686172025,1.4267565089489163,3,3.083205323658829,54.53425790535629,3.219337305543471,24,0,8,6,65.21642110182287,5,3.3846158527549925,No
30,17,Technology,2.579542955016588,0.6412230038043742,8.63722618670317,1.1790730610053983,3,3.1144560782346815,34.37642522503851,3.079471994582653,16,0,8,5,37.532929277977075,5,4.032233022996391,Yes
30,14,Operations,5.633918832570161,2.7065354114032556,10.071492252360887,0.6006635938678787,3,2.9767777371656297,53.12382694407827,2.112232520825884,22,0,7,4,79.49250823181924,3,3.208822496181229,Yes
29,20,Technology,2.455689863848586,2.455689863848586,10.70751578389425,1.0597620427774426,3,3.613597736533602,92.29832158257965,3.1835417458068065,52,0,8,3,40.38500900629147,3,2.841361795550082,Yes
38,13,Marketing,13.120947394684277,6.3112041261990335,18.2623836608069,2.0880162383346748,4,3.8274721632111435,69.27518823750611,2.89059221545436,26,0,10,3,32.46779737559568,2,2.6748579161066193,No
36,12,Operations,0.4831400902241142,0.33117090929491927,7.578202084166574,1.2154069660996245,4,3.7797585096801876,82.58608296599215,2.5747156691931288,13,0,4,4,4.870646242846151,4,4.012441061097056,No
21,12,Sales,4.499507389249038,4.499507389249038,10.251225724997164,0.7111271181885555,3,3.518810300680189,68.37591034184011,3.8070590623855507,23,1,7,6,45.38552082009827,1,4.889489763905155,No
44,17,Technology,5.990560086380663,5.990560086380663,13.531087691116294,0.7715254639523645,3,4.978025291501546,61.995303235074,2.3283647658127955,9,1,7,3,36.45779339457169,2,3.5550819845670083,No
