Age,Education_Years,Tenure_Years,Years_Current_Role,Career_Experience,Base_Salary_Lakh,Benefits_Value_Lakh,Annual_Bonus_Lakh,Compensation_Band,Training_Hours,Job_Satisfaction,Manager_Support,Workload_Index,Absenteeism_Days,Projects_Completed,Remote_Work_Days,Department,Performance_Score
46,16,7.195700161696645,2.70365890227406,11.266799815824719,4.494480505087457,0.6353975195201634,0.4743917107417924,1,22,3,3.537340702108129,78.92302813697464,3,5,0,Technology,88.57186546945941
54,16,5.142718679014303,2.9748723334065734,7.854318235579216,6.49519364700873,0.9427012104513481,0.8300347477921322,3,49,4,3.713620890599808,69.38913656899423,5,9,5,Operations,99.86507156585834
23,19,7.841234516589084,3.8877374324041645,13.178075889568838,7.984423538091669,1.3100830942533321,0.9323706079551081,4,22,4,3.685063342014826,78.39657563968105,2,8,3,Technology,92.16888692503277
50,16,3.5069442127079706,2.099240477684676,5.263003889541885,16.49370513982293,1.942970127641999,2.1579028538779186,6,22,5,3.310469617556929,74.74211747873588,1,9,2,Technology,94.43900125760536
22,16,3.682872539528676,2.481739541037378,8.882254634438771,7.860980945126519,1.2130001609240435,0.8793613659060244,4,43,3,3.2126581105059437,61.949663848572165,7,9,3,Technology,100
48,15,6.220255976384016,2.6858381666513993,7.884502142994507,15.820358956543265,2.6924356732260843,1.9945345859836976,6,14,4,3.5035942179631565,50.27297355029743,2,7,0,Operations,83.49317616077198
46,17,13.006626033197348,5.783563573133357,16.624193826272936,8.86655212717235,1.4789303245724654,0.9929922041353767,5,47,5,3.5124693513126704,74.06221250556702,4,7,3,Sales,99.98353810498945
38,14,8.68509801696911,3.770522512441548,15.484540209309888,7.784038482349915,1.2151070977060976,1.0854499428464537,4,63,3,3.078373769738565,58.906570609596905,1,5,4,HR,99.9641705385294
27,17,5.929663894842487,2.538020272654522,8.193710489278766,13.640868315905173,2.3312673636597756,1.998727529276451,6,40,3,3.772544075679868,47.585146194921684,2,7,1,Finance,100
34,17,4.074093936425524,2.6065367085737696,10.200633709140691,8.42929562521257,1.3711026424643908,1.2225029737359514,4,18,4,4.202624882002034,59.25540864984298,6,4,0,Sales,87.51976686354053
36,13,5.473579348205848,2.2525021079150656,7.801726217913305,15.07675758731442,2.1916995222616467,1.9241139883179426,6,81,4,4.106953610938685,49.78231594714092,3,10,0,Operations,99.93108585055934
35,17,5.8748777281364895,4.475209325512536,14.005080255544367,7.823262114079672,1.382399085837451,1.1163005229980405,5,28,4,3.084554027435163,26.682865946209393,4,7,0,Operations,100
25,19,2.5755019549883076,1.3852603348771253,3.2036880216246795,7.1905619913657635,1.4586032496491472,1.0140422469279475,4,19,3,2.7866541507903664,59.528448361977944,5,7,5,Marketing,78.4183138184028
46,19,5.109141074108272,4.028812719366962,9.390089447325586,15.137611176745708,2.1785401520524106,2.329883737927259,7,42,4,3.9762026990854284,57.77791022523989,5,8,5,Sales,99.88326347160552
34,14,4.43036394065692,2.6343538460663907,6.12491952244123,13.426161022312463,2.1265599114157734,1.4832535094135713,6,16,3,4.394791644452701,58.65874626975918,7,6,4,Finance,84.54227276710814
22,16,3.8877452531140255,2.1999396224370718,7.00265232748938,14.807028742546379,2.2066140119245743,2.4392610444274863,7,40,4,3.3803520632515216,61.13227103681398,1,8,5,Finance,99.85829406469927
30,16,4.624295923692938,2.36630246962793,5.961033222824916,5.0286301567554545,0.9215431234695058,0.5563773982192642,2,64,3,4.41711294843154,75.60916067413595,7,5,5,Technology,99.9646998538163
33,15,5.444339099900475,3.018770254413162,11.814088425282009,7.697140085368376,0.8867911504101951,0.7457141618026083,4,54,5,3.4891773785585443,64.47679930036868,1,7,4,Sales,100
32,17,6.006889423919042,2.79769177373651,6.151436355678757,8.402358112597208,1.3601300781667334,0.8587267673985705,5,22,3,4.0691224318538,48.82639814277057,3,4,4,Sales,95.39710438530733
29,13,9.072473250511296,3.6902086055039196,15.61236184954271,9.074788163729938,1.8643153506135024,1.3718124038206492,5,14,4,5,74.14483368455748,2,7,5,HR,91.5183801427485
29,19,5.7152053056248064,3.6338880620453717,13.02173885373492,14.560191112972214,2.1446626346314703,1.7900201868781889,6,26,4,4.007768155558013,43.442448125907724,10,7,0,HR,100
39,12,3.5591637497779423,2.003998028181857,4.925928531251227,10.609341750868724,1.9064401140222023,1.6698426603961474,5,69,2,3.288302943258543,44.996222374628566,2,8,3,Operations,99.97090137316695
34,16,6.004353838534743,3.7752356452480362,8.067903250284996,17.82385956304273,2.3348318994774355,1.6199595669784452,6,51,3,4.998919327074175,66.1779688781648,1,5,1,Finance,99.90311582440171
49,16,4.055814292538585,1.4256009896589736,4.055814292538585,6.424341527613934,1.1660070556840183,0.748074110497981,3,55,2,2.4053126498373736,77.41110729596527,3,7,0,Sales,100
44,13,3.6942355264627422,2.20189012174037,7.1478252032975815,14.264005795887636,2.121388494643042,2.0319020823084197,7,20,3,4.317125396322935,56.81982237273039,2,4,0,Sales,95.04727816208057
50,14,5.362558612218714,3.189072221028117,10.382093157480668,5.9738204399613215,0.9722606052938292,0.7077137689836768,3,14,3,4.716325516962332,55.481425784530636,5,8,3,Finance,90.31926096948531
38,16,3.8560827420995087,2.7606447249243775,6.894161806622271,10.15479980412992,1.5061888177876208,1.0599980671669798,5,11,3,4.109290969670493,56.59964102777534,4,6,5,Technology,99.91714053779928
31,15,3.76686118727469,1.7985368793597647,4.31227069219502,7.246348598745366,1.15870728865564,0.8577003386652854,3,17,4,3.6901879820062105,40.18360275836301,2,8,5,Sales,90.40043221556631
46,20,13.892558906760845,5.469292897516171,23.512605934526995,9.685317203378053,1.6952548137935453,1.2088893495244948,5,15,3,4.692507114651615,41.26676198606316,2,8,5,Finance,99.76997007382944
41,15,5.106438644599883,3.0177379716266337,8.610426229921712,8.047780660356578,1.508879244374865,1.4015452605909173,5,38,3,2.4894193033912333,46.1318443654142,6,10,4,Finance,100
47,20,6.9376081380820684,2.5112775669959735,10.078705721198844,9.155763345038391,1.8934413226025337,1.6402888943629952,6,32,3,2.7818836680182275,87.82212821752908,6,7,3,Finance,99.98587779138784
40,19,6.108680452587338,2.825952518005916,9.992052931219723,4.843559101370085,0.7286588388464607,0.5745486492037971,1,25,4,4.117393609971314,77.21944145241183,1,6,3,Operations,92.0639462547621
35,14,5.871275842151892,2.586903391233327,9.628638422736543,5.168630624290623,0.8521902296256333,0.7651603801171728,2,22,2,4.002284342787222,42.1927890473467,7,8,4,Marketing,84.35932151690223
42,15,7.455625315237619,2.7060126943027245,13.959118540042462,13.514377660255548,2.239178798015824,1.6314341195295543,7,23,4,4.674346507730554,26.6242093923659,4,6,0,Sales,100
29,17,4.24073863365124,2.108037593776912,6.865938074910578,10.128266798258556,1.380894071945823,1.0959391304436685,5,37,4,4.511696809333742,72.30490162805903,4,8,3,Sales,100
38,14,5.379889226428773,3.470497000925736,7.719898590929069,12.530503888302107,1.8193251941258468,1.5427909510696696,6,18,4,4.178173579537888,21.17528452307657,2,6,3,Sales,99.91226739828038
41,15,2.984733857312473,2.410725810630866,5.672994866399181,9.41378904101408,1.7824479551979266,1.3970663058890505,5,100,4,4.022945051774816,87.4770784718389,5,9,3,Operations,99.80598992542126
35,18,5.008065380161167,3.9157379784202146,11.769276866145066,12.215654157248403,1.8984254753126273,1.623135935087151,5,22,3,2.9195307018912624,47.890719172474924,4,6,1,Technology,100
48,14,4.697969730677423,2.820053444891654,6.828830609731,12.241793025258525,1.7390860076631438,1.4105375393653892,6,39,3,4.111657955152187,39.17050804064085,4,8,2,Operations,99.11889307674626
32,18,3.0663960398682604,1.8767538598920404,5.081456702582815,6.138635214510436,0.9002666947219652,0.8739293711604664,4,44,3,3.578364676045293,60.9014937434117,3,8,3,Marketing,90.02879351067995
31,20,6.778032480080717,3.7311876637061387,9.43478068068051,9.58260786123174,1.8277470711076091,1.5235511377392306,5,24,2,4.110392790043754,85.2029741149591,3,6,2,Operations,91.47615155137696
39,16,9.575297285032102,4.558271416507205,15.949045997443724,10.720368559094135,1.5045645329671984,1.044397479734342,4,36,4,3.60002435620008,67.40882771946859,7,5,3,Sales,99.98147987435243
23,18,6.216991411328712,2.9218686683247093,11.713356708948075,5.249428241427132,1.0184641112048334,0.742036785653756,2,20,3,4.004586048463608,49.113692810888935,7,6,5,Finance,93.79215727447205
34,18,6.183451713820826,2.3140963486628316,10.302839827673466,10.582819210011158,1.7050285992430514,1.3920330671825303,5,26,4,3.5279609417988205,15,1,6,3,Technology,100
33,17,6.418365483716926,3.1813962172744947,10.392122681609898,15.181577306859262,2.357680307623285,1.9256657894979605,6,17,4,4.003217607872688,68.07827991726141,3,6,5,Sales,87.66803204883567
39,18,5.266532687632554,2.709268274058843,11.905073321396758,11.277460639614725,1.7744221110135237,1.45708699058854,6,22,4,3.3818703784240376,64.53344398357424,3,10,3,Finance,99.87368973566066
52,17,6.503154479955759,3.2840815163031754,7.005905156021774,13.307556535543574,1.8767427954621683,1.4257775929059922,7,20,3,4.099094020327001,67.71534728099124,3,6,1,Finance,91.0575194126541
29,15,4.019673431831347,2.5760524570564427,9.998772499034407,9.870760035364547,1.3899435768656707,1.0987795333722628,4,44,3,3.98335695148357,53.033435158367354,3,9,2,Operations,99.95675963728704
47,17,5.903817597598072,2.1371475715091015,7.254983751705352,14.248879298096115,2.1117405375665426,1.842109502770949,6,40,3,3.917529590866475,54.96350340490195,3,6,1,Finance,100
43,15,3.51659683639409,3.5129287494551495,11.314022297012079,12.586763711155815,1.9058312779656528,1.242605499863009,6,30,3,3.6037351897127925,64.40330262492037,4,5,1,Technology,100
27,18,4.718890019056583,2.133665342511464,6.6591851456388484,16.522028447630408,2.5783386784572504,1.698539112308641,6,68,3,3.6014972457355103,82.05105116701958,5,7,4,Finance,100
35,17,4.753957204603844,2.915148064436817,8.029776342703121,9.471628922876464,1.4730257057202834,1.211458478341222,4,46,4,2.626855872458592,45.59524008742237,5,6,2,Technology,99.93497417748114
33,16,3.7396526071356737,1.7688456748371486,4.812136649349133,10.049130534906975,1.9953496656048202,1.6217657673670707,5,20,5,4.29289532637874,68.17711411224785,9,7,1,Operations,86.33840136916
43,17,4.220926876364023,1.793850656080778,5.4478101505777055,12.40777278628729,1.6968866264864493,1.6016121724847747,6,25,5,3.7044176905374933,15.338953938058513,3,4,5,Operations,99.75940290060878
35,15,4.931439626749271,3.210023265994298,7.711028850679461,11.067143540032292,2.218548760498206,1.8735958235572883,6,42,4,3.7663446260008846,35.824172607178944,4,10,0,Marketing,100
43,15,6.1509514517301085,2.9933485206069728,12.732769123241493,7.966732398623735,1.414350827038266,1.360428498932796,5,21,4,3.4091288911385136,70.28369243866454,5,2,1,Marketing,98.72786847875577
39,16,5.48297997273945,3.2121770681148867,11.697376783950558,11.50794638841529,1.8806001239354235,1.697486035865826,6,61,3,4.703432032545395,55.926351531091015,6,8,3,Sales,99.90347859240454
50,15,2.8785540275853685,1.6045402226015213,4.753502084394826,15.326758915610085,2.1572352408073057,2.3217028798188095,8,14,3,3.904787917008601,61.61327316348596,3,5,1,Operations,98.12476856704885
22,16,6.267984707967624,3.82505440573538,14.806702583993784,10.849630276264445,1.9704529323856839,1.116616817003416,5,46,2,3.1887680588466623,58.83478210680574,3,6,0,Operations,100
40,18,3.2007373312891225,1.5271498867920537,8.212517327596,3.9473437773195648,0.8560690443080897,0.5494673250155585,2,12,4,4.7037667853939045,35.72243628011885,4,5,5,HR,82.06066479187702
33,19,4.9190614673782,2.3283190074513067,10.238781453039522,7.211014744513428,1.2258019102674678,1.0959011959136267,4,16,4,4.702934432580612,51.790856586760604,3,3,2,Finance,96.93183567464756
29,13,3.9295921159473477,2.5108225878544337,5.415790229857971,9.762444229544725,1.8088404588494975,1.3153286795758623,4,16,5,2.7915617790537786,78.32151827668882,2,3,3,Operations,98.97089593736071
30,12,5.929398177707271,3.0871625988254117,10.512971369075336,10.156070110337545,1.2011061829695788,0.9254453214817553,5,30,5,3.6063305052297774,81.26094861590944,5,7,4,Sales,99.9327059723495
43,18,2.3998776673160522,1.412986396182642,4.253048856700088,7.066128878537425,1.4385972217966385,0.8447053676895067,4,59,4,2.8963894953292466,88.9904104898981,5,8,3,Marketing,100
40,16,6.020308420420802,2.23682333436083,6.020308420420802,6.865272149211119,1.2482106662404011,0.8566152626695708,3,20,2,4.021274116660563,57.68307032977391,3,4,4,Marketing,81.61268150748485
22,16,4.207018156605705,2.1033073669056357,7.988459441280414,8.16982376844772,1.646109108368586,1.1206548976828243,5,33,3,4.304660655477474,69.78158324762505,4,5,0,Operations,100
45,17,5.962531746374231,3.8936308151417722,15.318927965943926,6.933273235852935,1.3691457910229436,0.9368123841746238,4,8,3,4.107288837652055,57.963962433641726,2,8,4,Finance,88.43607136717397
43,15,6.676771901648799,3.195575785468726,12.13782274968193,7.152189493304319,1.4619282998816354,1.1541121266329442,4,16,3,3.2879446447532077,81.27460009931544,6,4,4,Marketing,86.03885369490465
38,16,2.983987476883131,1.7221713032812105,5.265378389998671,6.774781147511559,1.2093282775655736,0.9453140624852109,3,16,4,3.309585996724765,60.44258060042522,7,7,3,Operations,80.97257256117386
36,18,3.296214703435325,2.0755513281209708,5.087477030757653,5.992784329158831,0.995727513771543,0.8449195912200959,3,31,4,3.224493888222949,24.117893862003612,7,3,2,Sales,79.26825672419524
32,16,5.86872782651993,2.373529474272519,11.405187795426968,8.084524088189198,0.9611663779957509,0.725321984117607,4,18,4,3.673767118912159,48.65186100981284,5,5,3,HR,82.20838348514934
30,18,8.925812329356596,5.206198243501376,19.89741053515552,9.884479070207437,1.6916542965644805,1.3414931502140914,5,48,4,4.383484840181493,61.40703696405553,1,5,1,Operations,100
39,15,9.836382789334994,4.470733772202334,19.10681999019203,9.967061861317305,1.3141828554399368,1.111148881662281,5,51,4,3.5987698552776086,50.750393810048166,4,7,3,Technology,99.91931361317732
43,15,4.877661146833044,2.067370919126359,8.292027859737017,17.601145429860175,2.5304708248469083,2.122646140694208,8,12,4,4.413342074405778,61.486066682216865,3,4,1,Marketing,96.57232902154529
25,19,4.458435262679705,2.1385407543311867,10.998495257129536,10.032566838461737,1.2094119718224365,1.4285950708477784,4,27,3,4.611031756217139,61.292973192092596,5,7,3,Sales,100
37,16,7.488612317266345,3.6066149001587524,10.192233306740913,11.21319278740211,1.6297180602873458,1.182999744288418,5,26,3,3.6192170792917477,87.41496368872743,5,8,5,Sales,93.83856607182423
36,16,4.489292322431308,2.309919795946817,9.794129860628267,11.255979969919311,1.7144715773569008,1.5517170100660858,5,50,3,3.1975747340246516,63.470130663986865,5,6,2,Technology,99.92186322460384
35,13,6.632620268391984,2.17244177565279,9.150304303354568,18.855209580290932,2.7578715713583795,2.4057873167374257,7,41,3,3.4165235844622472,49.79991578245824,4,5,3,Operations,100
45,18,4.637156765452524,2.401097000039317,11.663036106020531,7.9077880055236545,1.1354419547600105,0.9431486537850496,5,26,4,3.614146818810448,54.96973913232081,8,7,3,Operations,84.16595873702973
28,17,3.8367616453056894,2.5899307723117087,9.693326861712954,10.653674715754196,2.0225111766733517,1.1625779513793941,6,51,2,3.0927242772574037,51.58703524933369,3,5,3,Technology,100
29,20,3.4546071207515845,2.5161439343533702,6.010922664431136,7.793174113846672,1.2759645902067622,0.7292130422486307,2,100,4,3.5982883321660117,58.6070839430918,3,8,4,Sales,99.96193952639969
