Age,Education_Years,Tenure_Years,Years_Current_Role,Career_Experience,Base_Salary_Lakh,Benefits_Value_Lakh,Annual_Bonus_Lakh,Compensation_Band,Training_Hours,Job_Satisfaction,Manager_Support,Workload_Index,Absenteeism_Days,Projects_Completed,Remote_Work_Days,Department,Performance_Score
38,16,7.789904785922908,3.78843084309064,14.486915575280374,5.508501525262352,0.928218205249507,0.8956108692997014,3,45,4,1.977949576129946,66.11026380816283,7,6,3,Technology,100
38,15,7.4072052797233905,3.588575180780075,17.20322418900828,13.535391648969284,1.9547640831006674,1.4911190863105181,6,13,5,4.48517987394129,56.26731264715734,5,7,3,Technology,96.20168438599241
45,18,2.900748742504584,1.77472095611363,7.438168918763984,10.768236555422959,2.244257422453511,1.739552729010828,6,25,5,3.232962299509028,39.42063745429692,4,5,3,Finance,85.20905749476876
41,15,4.433928431570367,1.8281849173747393,4.675614675758849,10.772229983804435,1.3675020987666622,1.1026438149574496,4,32,3,3.628255100025473,59.240155469432374,4,7,2,Marketing,99.69845439822001
43,17,4.913771301753403,3.4293694114903777,10.437277340424206,11.209166276134905,1.719079785811624,1.704738457607693,6,53,5,3.1012843217092447,72.04803827106888,2,7,5,Operations,99.83896434202566
40,20,5.1716814224044585,2.6490391662178703,9.083872053054181,9.740897252130907,1.8715349847792795,1.6598078036569515,5,32,4,4.491498601518444,58.70149547159448,5,5,2,Operations,100
28,18,5.102646280020178,2.3825625757593922,7.3674368725000745,11.035064577428113,1.859174924998755,1.5258133174815893,6,28,4,3.200577859833099,40.721945368793456,4,8,4,Finance,100
30,18,7.386134948589185,2.9059789493950117,15.318094490049694,18.403346728683236,2.742019988098421,2.682120959844615,8,37,4,3.894082323475991,45.17955496249262,6,6,2,Sales,100
35,15,6.466666253927475,2.588069793349785,9.88839722884668,6.322220030115205,1.184424717870477,0.8141436312785919,4,25,5,3.4868569369330817,65.49143069991987,6,5,3,Sales,100
29,14,5.620790961707314,2.888200031123322,11.303671398754384,16.284824081519723,2.470271112268074,1.9388050512563426,6,31,3,4.797870836611565,75.4678035729166,3,1,3,Marketing,97.03574301195978
27,18,5.6339973294026064,2.1816935278612273,9.907334397908741,9.401413727058024,1.6612946251087979,1.378789304970222,5,65,3,4.194179508919661,54.97663706141819,5,8,0,Sales,99.97353730605178
45,19,4.32361822890438,1.801732760013105,8.740634949068658,14.515655557287126,1.7152400000965509,1.5611587536980363,6,25,3,3.6054134841788805,43.85025089484991,2,7,0,Operations,92.03569924571484
27,17,4.194398669620423,2.500193138618935,9.40880414767113,11.485365707961899,1.553477884137669,1.7440710789016665,6,51,3,3.8260535276695853,61.64488892257232,1,5,2,Sales,100
36,17,5.5390435783337635,4.511953357478748,10.475464523133509,10.15921393929355,1.5985626977519527,1.4131928503901126,6,50,4,3.97757615702452,62.69456997133729,4,7,3,Technology,99.97213283571952
